"region","SPECIES_QUALIFIED","SQ_CU_NAME","FULL_CU_IN","cuid","arrival_50","mu_spawn_50","sd_spawn_50","start_spawn_50","end_spawn_50","n.arrival","n.sd","n.peak"
"Fraser","CK","CK LOWER FRASER RIVER_FA_0.3","CK-3",303,287.496758771862,313.197618121766,14.3242768676844,285.121789253028,341.273236143789,30,68,35
"Fraser","CK","CK LOWER FRASER RIVER_SP_1.3","CK-4",304,133.893260404291,220.214423936342,21.1738277538663,178.714005910989,261.715049031596,10,20,10
"Fraser","CK","CK LOWER FRASER RIVER_SU_1.3","CK-6",306,209.160325024495,268.139429556603,14.8674358149827,238.999115009796,297.279641906787,51,138,86
"Fraser","CK","CK LOWER FRASER RIVER-UPPER PITT_SU_1.3","CK-5",305,215.9057858187,239.884516458602,10.8195618238059,218.678205946293,261.09107157094,20,68,34
"Skeena","CK","CK LOWER SKEENA","CK-48",210,215.856636984433,242.212723162659,7.45341698980026,227.60407105888,256.821431653725,244,545,298
"Fraser","CK","CK LOWER THOMPSON_SP_1.2","CK-17",317,206.625392328654,244.659634542626,9.50734963913182,226.025256566346,263.294026014821,177,490,258
"Fraser","CK","CK MARIA SLOUGH_SU_0.3","CK-7",307,262.987388394905,286.53378738577,11.2564894389546,264.470878651107,308.596485963941,28,78,41
"Fraser","CK","CK MIDDLE FRASER RIVER_SP_1.3","CK-10",310,214.541705317413,239.596407174945,7.4177438358889,225.057588094366,254.135197225182,243,571,363
"Fraser","CK","CK MIDDLE FRASER RIVER_SU_1.3","CK-11",311,232.478726259578,261.261906514633,7.26351493400203,247.025426166085,275.498345756418,214,504,355
"Fraser","CK","CK MIDDLE FRASER RIVER-PORTAGE_FA_1.3","CK-9",309,262.522251491135,287.983507777555,9.22946727463889,269.893642043911,306.073362751014,29,73,38
"Fraser","CK","CK MIDDLE FRASER-FRASER CANYON_SP_1.3","CK-8",308,244.85090570345,266.380320180076,8.05303783731612,250.596460109891,282.164253524359,28,74,39
"Skeena","CK","CK MIDDLE SKEENA-LARGE LAKES","CK-53",222,225.3152591814,255.891385224348,8.35633120327342,239.51295218741,272.269792487157,125,456,240
"Skeena","CK","CK MIDDLE SKEENA-MAINSTEM TRIBUTARIES","CK-54",217,212.169332496839,241.38060421424,7.60769200503399,226.469539910973,256.291689896063,204,487,242
"Central Coast","CK","CK NORTH AND CENTRAL COAST-EARLY TIMING","CK-42",515,180.772665106571,233.136475605541,9.08008000590936,215.339533458082,250.933388781104,556,1361,679
"Central Coast","CK","CK NORTH AND CENTRAL COAST-LATE TIMING","CK-41",514,199.690308000446,239.122170997296,11.6341638730703,216.319176022811,261.925098780448,68,211,100
"Fraser","CK","CK NORTH THOMPSON_SP_1.3","CK-18",318,217.068208672994,238.262368788774,7.58703914387509,223.391865589919,253.13297573525,60,157,96
"Fraser","CK","CK NORTH THOMPSON_SU_1.3","CK-19",319,228.911976213402,261.096072022174,7.39673770485375,246.598430992856,275.593793389208,159,415,241
"Nass","CK","CK PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",401,191.140526921723,225.775727294534,8.43232991992768,209.248395201058,242.303102820175,157,448,238
"Central Coast","CK","CK RIVERS INLET","CK-37",510,212.228874101919,247.217551547189,9.87462111158203,227.863222021511,266.571820096122,187,503,258
"Fraser","CK","CK SHUSWAP RIVER_SU_0.3","CK-15",315,202.826138815866,277.143195723556,12.1523822261454,253.324442520379,300.961813050332,36,110,67
"Skeena","CK","CK SICINTINE","CK-81",241,218.477288622575,228.557574144595,5.10215039319638,218.557793048725,238.557299345474,1,2,1
"Skeena","CK","CK SKEENA ESTUARY","CK-45",224,229.569781423397,264.957137141198,8.39891838784403,248.495343508327,281.419032140719,34,105,52
"Fraser","CK","CK SOUTH THOMPSON_SU_0.3","CK-13",313,239.214557653829,280.244826962592,10.2060341091647,260.240989524271,300.248556404517,95,296,171
"Fraser","CK","CK SOUTH THOMPSON_SU_1.3","CK-14",314,203.277203138209,262.880117818887,10.5550383852149,242.192231063783,283.567984750277,64,188,103
"Fraser","CK","CK SOUTH THOMPSON-BESSETTE CREEK_SU_1.2","CK-16",316,236.580207405527,267.736158395376,7.9526527736084,252.148981757148,283.323257369301,30,73,47
"Vancouver Island & Mainland Inlets","CK","CK SOUTH-MISCELLANEOUS<<BIN>>","CK-9005",NA,296.600797780894,325.239608919368,2.76163005520153,319.826891803612,330.652243002941,4,3,1
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","CK-9007",NA,244.969931836537,283.940325992514,15.8019673932969,252.968495919293,314.912136697975,19,44,5
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",320,220.160731801217,259.446243003849,12.5300432563925,234.887419650641,284.005156315644,222,459,241
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x","CK-28",326,200.31452776474,238.709267252504,12.885908371618,213.452841106536,263.965667233696,300,879,438
"Transboundary","CK","CK TAKU-LATE TIMING","CK-65",1008,117.141939099599,230.091153921126,20.2963446876089,186.138489436727,274.928192590213,3,0,0
"Fraser","CK","CK UPPER ADAMS RIVER_SU_x.x","CK-82",333,237.972911240654,263.33323917081,6.82433040192705,249.957046777917,276.708877226235,4,8,7
"Skeena","CK","CK UPPER BULKLEY RIVER","CK-55",221,201.382479235562,241.864925337069,7.14681367872361,227.857255946089,255.872798201331,20,81,37
"Fraser","CK","CK UPPER FRASER RIVER_SP_1.3","CK-12",312,212.910443138379,236.53698690004,6.37390615544233,224.044173927152,249.029826503326,473,913,717
"Nass","CK","CK UPPER NASS","CK-58",402,201.719873316918,242.778299036993,11.3831860986988,220.46718610461,265.089368577334,218,501,255
"Skeena","CK","CK UPPER SKEENA","CK-56",212,216.071648419361,237.925184857167,7.06243679754543,224.082728364384,251.767285110214,14,38,21
"Yukon","CK","CK UPPER YUKON RIVER","CK-69",1211,226.666265900561,230.123790272631,19.8352176754047,185.809314063474,273.684188352767,3,0,0
"Central Coast","CK","CK WANNOCK","CK-38",511,220.489069252191,291.802056981296,16.1121172510337,260.222222818051,323.381858474506,24,82,41
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x","CK-32",329,258.34682716108,276.076229174233,9.35394383036342,257.742474597418,294.409984106725,367,1622,817
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",330,252.456902713574,292.147032609226,10.7958130537299,270.987264321503,313.3068081848,73,127,68
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",328,266.767286446608,291.048898189237,9.12700037015775,273.159964096329,308.937834727684,534,1698,732
"Skeena","CK","CK ZYMOETZ","CK-80",229,215.527911826093,238.033314637701,6.84282543301074,224.621344389014,251.445252859514,36,69,46
"Central Coast","CM","CM BELLA COOLA RIVER-LATE","CM-17",505,246.991280858783,286.293531002794,13.2656238548392,260.292845311326,312.294130641404,10,20,10
"Central Coast","CM","CM BELLA COOLA-DEAN RIVERS","CM-16",504,218.105438926302,244.061082013445,12.5750668679708,219.413944430595,268.708200723501,495,1271,677
"Vancouver Island & Mainland Inlets","CM","CM BUTE INLET","CM-7",901,257.246584122665,296.176812431738,12.9369980659409,270.820248213935,321.533290620727,108,398,196
"Central Coast","CM","CM DOUGLAS-GARDNER","CM-20",508,217.83251704984,243.211836858682,9.39421535894522,224.799172048321,261.624498313743,1841,4419,2128
"Haida Gwaii","CM","CM EAST HG","CM-21",801,265.327550256123,283.557759331611,7.26753673497214,269.313412872884,297.802130761642,2065,5896,2988
"Vancouver Island & Mainland Inlets","CM","CM GEORGIA STRAIT","CM-4",904,290.283669482298,314.918892433135,11.4398024053423,292.496886289233,337.340926978106,2481,6855,3459
"Central Coast","CM","CM HECATE LOWLANDS","CM-18",506,244.726328241305,262.400176482631,7.90831514272912,246.899892980296,277.900479888021,2675,7310,3534
"Vancouver Island & Mainland Inlets","CM","CM HOWE SOUND-BURRARD INLET","CM-3",905,290.765672739118,321.787437809482,11.0061255954065,300.215432155709,343.359415358623,558,1575,812
"Fraser","CM","CM INTERIOR FRASER<<BIN>>","CM-9004",NA,277.668180097897,298.724751215978,11.0245769821002,277.116591717057,320.333120483795,152,265,137
"Vancouver Island & Mainland Inlets","CM","CM LOUGHBOROUGH","CM-6",902,275.52070124837,300.861372962407,9.16091042383907,282.905961934841,318.816805780203,623,1978,977
"Fraser","CM","CM LOWER FRASER","CM-2",701,289.955075274443,317.598052230453,13.2556181418413,291.617050875379,343.579058564552,1493,3486,1724
"Nass","CM","CM LOWER NASS","CM-31",405,237.120181494133,257.567640136835,7.75909452535662,242.359829768608,272.775558313712,132,331,164
"Skeena","CM","CM LOWER SKEENA","CM-27",211,226.13067784336,250.106725652412,7.88272137986351,234.656576760189,265.556891227297,410,1027,512
"Skeena","CM","CM MIDDLE SKEENA","CM-28",214,225.404841962904,247.563084483748,7.00916704104084,233.825137007368,261.301084539442,99,242,115
"Central Coast","CM","CM MUSSEL-KYNOCH","CM-19",507,228.731053397925,257.997653287435,10.6188847827834,237.184659556134,278.810635642563,405,1066,538
"Haida Gwaii","CM","CM NORTH HAIDA GWAII","CM-24",802,269.107696363563,287.843960624314,6.17033671938282,275.750061398568,299.937859191668,189,522,261
"Haida Gwaii","CM","CM NORTH HAIDA GWAII-STANLEY CREEK","CM-25",800,231.387870745822,255.142338650616,7.5550180699097,240.334508685639,269.950140265966,29,78,36
"Vancouver Island & Mainland Inlets","CM","CM NORTHEAST VANCOUVER ISLAND","CM-5",903,275.629810710004,296.206166251183,9.62734071778257,277.336572296676,315.075753844371,381,956,475
"Vancouver Island & Mainland Inlets","CM","CM NORTHWEST VANCOUVER ISLAND","CM-11",977,275.977988413457,293.175510858255,6.19555753719053,281.032188029797,305.318792230635,775,2993,1303
"Yukon","CM","CM PORCUPINE RIVER","CM-46",1217,240.000463641304,230.027933423487,19.6230609634445,186.71813135733,273.368869981331,1,0,0
"Nass","CM","CM PORTLAND CANAL-OBSERVATORY","CM-32",406,208.93359349581,235.472742176257,9.67836155674416,216.503145414541,254.442341695058,239,702,361
"Nass","CM","CM PORTLAND INLET","CM-30",404,218.324265997929,242.679806357184,9.18151400808048,224.684001537088,260.6755536072,216,569,287
"Central Coast","CM","CM RIVERS INLET","CM-13",501,232.394239021143,261.576653859101,9.99468668171676,241.987062564998,281.166263205298,231,655,335
"Skeena","CM","CM SKEENA ESTUARY","CM-26",220,244.953056930023,259.340075538378,6.96834193683561,245.682161671283,272.998037951714,56,232,107
"Haida Gwaii","CM","CM SKIDEGATE","CM-22",804,254.900154226286,277.30534283486,9.48697914233428,258.710894330843,295.899845699137,966,2406,1221
"Central Coast","CM","CM SMITH INLET","CM-12",500,241.958169129196,271.067044268702,9.90538583026114,251.652493449931,290.48164167121,204,547,276
"Vancouver Island & Mainland Inlets","CM","CM SOUTHERN COASTAL STREAMS","CM-8",900,251.937629250494,277.182951278871,11.1320755083426,255.364078974645,299.00183596839,1079,2167,1091
"Vancouver Island & Mainland Inlets","CM","CM SOUTHWEST VANCOUVER ISLAND","CM-10",978,278.169835160684,301.930460597882,9.32925198701917,283.645124088169,320.215791589407,2305,8713,4157
"Central Coast","CM","CM SPILLER-FITZ HUGH-BURKE","CM-15",503,242.253113215788,266.904910864156,10.4439579741785,246.434736480487,287.37506105243,1193,3401,1770
"Vancouver Island & Mainland Inlets","CM","CM UPPER KNIGHT","CM-9",979,242.859886808834,274.479845077549,12.1133285517448,250.737791403367,298.221992103939,130,306,155
"Central Coast","CM","CM WANNOCK","CM-14",502,267.779229456071,306.669245899409,11.5454958333472,284.040046685682,329.298547465977,24,70,34
"Haida Gwaii","CM","CM WEST HAIDA GWAII","CM-23",803,256.013017861492,275.767560257933,7.57929699572734,260.912116523412,290.622971688117,1152,3293,1667
"Central Coast","CO","CO BELLA COOLA-DEAN RIVERS","CO-22",518,264.481430248785,311.487170295363,13.4985456515839,285.029996368707,337.944339011602,198,634,417
"Fraser","CO","CO BOUNDARY BAY","CO-1",906,296.856802554592,317.060215156412,19.165578686167,279.495190638022,354.624994571439,4,5,1
"Vancouver Island & Mainland Inlets","CO","CO CLAYOQUOT","CO-18",915,275.810339110269,312.12932184364,13.7215537432498,285.235075814484,339.02354785995,396,1317,441
"Central Coast","CO","CO DOUGLAS CHANNEL-KITIMAT ARM","CO-29",522,246.458022775347,294.645353948361,12.3524698766705,270.434492818952,318.856241239522,452,1005,486
"Vancouver Island & Mainland Inlets","CO","CO EAST VANCOUVER ISLAND-GEORGIA STRAIT","CO-13",910,293.704979976503,323.730736881079,12.8199955057108,298.603545704387,348.857958144326,2067,5328,2659
"Vancouver Island & Mainland Inlets","CO","CO EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS","CO-14",911,248.339336112606,289.972596481816,14.70885296744,261.143286625056,318.80192808673,229,595,299
"Fraser","CO","CO FRASER CANYON","CO-5",705,296.976163929598,329.893968370668,11.7939065928086,306.777813208259,353.009955436781,87,240,94
"Vancouver Island & Mainland Inlets","CO","CO GEORGIA STRAIT MAINLAND","CO-11",908,275.999835152567,306.594888223821,14.3210592957052,278.525605883557,334.664145504563,504,1607,801
"Central Coast","CO","CO HECATE STRAIT MAINLAND","CO-27",520,244.309688879342,288.174715635946,11.1030436970877,266.412749914063,309.936689675886,2417,3051,1512
"Haida Gwaii","CO","CO HG-EAST","CO-23",807,269.184086248428,293.024444871296,8.68931837208746,275.993381399831,310.055504333011,1518,3930,1979
"Haida Gwaii","CO","CO HG-GRAHAM ISLAND LOWLANDS","CO-25",809,250.238692884646,289.288837478178,10.8490198882834,268.024722326476,310.55291988271,497,1281,680
"Haida Gwaii","CO","CO HG-WEST","CO-24",808,266.206472347867,291.592480622629,8.1400822996363,275.637882928111,307.546987412879,552,1045,518
"Vancouver Island & Mainland Inlets","CO","CO HOMATHKO-KLINAKLINI RIVERS","CO-19",916,228.673132509914,283.228157966732,15.6653352195998,252.524098149355,313.932162824988,86,227,112
"Vancouver Island & Mainland Inlets","CO","CO HOWE SOUND-BURRARD INLET","CO-10",907,282.826741539097,309.75061076665,18.3051897056864,273.872441996979,345.62876533375,532,1376,679
"Fraser","CO","CO INTERIOR FRASER","CO-48",749,286.310190189036,323.157166291697,11.9769646687758,299.682234339941,346.632120050505,92,186,115
"Vancouver Island & Mainland Inlets","CO","CO JUAN DE FUCA-PACHENA","CO-16",913,281.788563427055,312.581130560598,11.0882572404813,290.848131698155,334.314134002831,289,978,497
"Fraser","CO","CO LILLOOET","CO-4",704,289.436010900699,321.839481038402,11.0457083024846,300.18982950352,343.488989687794,234,733,378
"Fraser","CO","CO LOWER FRASER","CO-47",750,301.601206603577,331.988244688546,15.590381709135,301.431116249216,362.545384463601,1451,3919,1823
"Nass","CO","CO LOWER NASS","CO-35",408,258.224975926634,297.684610404513,11.934798873181,274.292383482337,321.076883139198,313,736,371
"Skeena","CO","CO LOWER SKEENA","CO-32",202,274.302001441095,309.865465824011,11.1683119360911,287.975554028539,331.755357243065,1074,2581,1308
"Fraser","CO","CO LOWER THOMPSON","CO-7",707,273.529306091665,319.461382779225,10.6311301046859,298.624407607261,340.298654696695,57,107,56
"Skeena","CO","CO MIDDLE SKEENA","CO-33",215,265.135251357879,294.616181611316,8.98889020506565,276.997944267903,312.234440390898,858,2304,1133
"Central Coast","CO","CO MUSSEL-KYNOCH","CO-26",519,238.114753441038,288.708503230651,10.5797962388498,267.972089184381,309.44503373052,171,141,58
"Vancouver Island & Mainland Inlets","CO","CO NAHWITTI LOWLAND","CO-15",912,267.015902348618,307.03806974961,12.1546303633905,283.214931543982,330.861161628046,565,1103,582
"Fraser","CO","CO NORTH THOMPSON","CO-9",709,289.591322161033,319.618977338973,8.03089558597967,303.878451747832,335.359545186918,690,1466,974
"Central Coast","CO","CO NORTHERN COASTAL STREAMS","CO-30",523,238.859632425419,284.151907347872,11.8266226510919,260.971739838775,307.332112622456,1317,2821,1324
"Nass","CO","CO PORTLAND SOUND-OBSERVATORY INLET-PORTLAND CANAL","CO-37",410,246.621900778775,291.863877196958,11.4140419837871,269.492303546764,314.235365032203,308,571,253
"Central Coast","CO","CO RIVERS INLET","CO-21",517,253.520721140875,297.035856945406,15.0711552025556,267.496250938591,326.575318249368,312,726,345
"Skeena","CO","CO SKEENA ESTUARY","CO-31",225,260.20207556353,292.428355194454,10.1184074392519,272.596282493295,312.260506611259,208,418,206
"Central Coast","CO","CO SMITH INLET","CO-20",516,255.151551154809,309.256733994127,15.5773950884493,278.724944233718,339.788450332033,82,137,69
"Fraser","CO","CO SOUTH THOMPSON","CO-8",708,282.498125690237,317.390799670801,9.02696632741719,299.697945567074,335.0836652101,478,976,576
"Vancouver Island & Mainland Inlets","CO","CO SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","CO-12",909,247.99487260393,287.681601433644,12.7992890216665,262.59500263123,312.768206103766,1895,4248,2110
"Transboundary","CO","CO TAKU-LATE TIMING","CO-41",1034,183.001520519063,229.812912298348,20.0386963699315,185.000073608206,274.095930906439,2,0,0
"Nass","CO","CO UPPER NASS","CO-36",409,248.279241971815,288.764044057237,12.2876332047671,264.68030295814,312.84776634115,172,336,168
"Skeena","CO","CO UPPER SKEENA","CO-34",231,251.232223536893,286.338152650624,7.70330551035878,271.239723420332,301.436753257221,91,233,120
"Vancouver Island & Mainland Inlets","CO","CO WEST VANCOUVER ISLAND","CO-17",914,276.251832037611,308.389434463601,14.6861886773959,279.604514024361,337.174360176833,1034,4307,2146
"Haida Gwaii","PKE","PKE EAST HAIDA GWAII","PKE-10",811,242.641048654479,266.250917847656,7.54476485322648,251.463198612666,281.038651285629,829,2136,1097
"Vancouver Island & Mainland Inlets","PKE","PKE GEORGIA STRAIT","PKE-1",917,241.923312617035,268.49618055537,7.73466389637206,253.336204463915,283.65613860641,229,736,359
"Central Coast","PKE","PKE HECATE LOWLANDS","PKE-5",608,240.330288801176,259.254236775836,7.7353112054596,244.092995653628,274.415463461299,1830,4742,2361
"Central Coast","PKE","PKE HECATE STRAIT-FJORDS","PKE-6",609,222.892531904873,250.023183185734,9.06346414852974,232.258774144579,267.787556207922,2060,4967,2511
"Skeena","PKE","PKE MIDDLE-UPPER SKEENA","PKE-8",218,220.423934854276,245.00023024078,6.48876096931927,232.282276620967,257.718184498234,190,519,256
"Skeena","PKE","PKE NASS-SKEENA ESTUARY","PKE-7",219,225.450650307733,248.624964556582,7.68310615023995,233.566056924671,263.683825678438,1387,3410,1697
"Haida Gwaii","PKE","PKE NORTH HAIDA GWAII","PKE-9",810,233.566636813129,254.302663212732,6.99177328412775,240.598794944973,268.006617233487,241,656,325
"Vancouver Island & Mainland Inlets","PKE","PKE NORTHWEST VANCOUVER ISLAND","PKE-3",919,243.858792307988,259.35261612124,5.92809926185689,247.733542542615,270.971703147889,82,337,142
"Vancouver Island & Mainland Inlets","PKE","PKE SOUTHERN FJORDS","PKE-4",920,229.425568699999,263.024064575037,10.312344094791,242.811894062833,283.236257177128,953,2391,1194
"Nass","PKE","PKE UPPER NASS","PKE-12",412,232.919675998884,249.793981189664,4.2975174064593,241.371043425499,258.21733248685,13,26,13
"Haida Gwaii","PKE","PKE WEST HAIDA GWAII","PKE-11",812,240.722229369779,261.637657468725,7.19745727628665,247.530630786158,275.744661222712,479,1173,581
"Vancouver Island & Mainland Inlets","PKE","PKE WEST VANCOUVER ISLAND","PKE-2",918,243.893927343341,266.849917047691,8.45230398470637,250.283380052031,283.416378983395,161,1059,553
"Haida Gwaii","PKO","PKO EAST HAIDA GWAII","PKO-9",813,237.982221095011,263.248834320535,7.03092427856754,249.46822335599,277.029408859456,309,758,385
"Vancouver Island & Mainland Inlets","PKO","PKO EAST HOWE SOUND-BURRARD INLET","PKO-2",921,226.950575373385,261.936366610163,11.2513053838262,239.88376511699,283.988910757726,59,251,127
"Vancouver Island & Mainland Inlets","PKO","PKO EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","PKO-4",923,219.987760898028,256.531459303732,11.0221432303998,234.928056983392,278.134852171691,109,271,135
"Fraser","PKO","PKO FRASER RIVER","PKO-1",710,266.828167063177,287.312807382296,7.99746964044206,271.637753746957,302.987865473945,326,862,418
"Vancouver Island & Mainland Inlets","PKO","PKO GEORGIA STRAIT","PKO-3",922,239.652548461615,263.846223911151,8.90220349920635,246.397929876934,281.294526198496,380,1140,558
"Central Coast","PKO","PKO HECATE STRAIT-FJORDS","PKO-13",612,221.03305677282,249.086446881749,9.26258350577501,230.931772094059,267.241125115768,1697,4068,2023
"Central Coast","PKO","PKO HECATE STRAIT-LOWLANDS","PKO-12",611,239.734467765716,258.495698767163,7.63175850795076,243.53746242805,273.453982396461,1761,4554,2252
"Vancouver Island & Mainland Inlets","PKO","PKO HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN","PKO-8",610,223.373607573151,251.721380622558,9.79371617617032,232.525679757685,270.91701007183,490,1123,581
"Skeena","PKO","PKO LOWER SKEENA","PKO-15",209,225.702742714465,248.183495313407,7.43070807653287,233.619367821682,262.747669897239,370,939,476
"Skeena","PKO","PKO MIDDLE AND UPPER SKEENA","PKO-16",213,223.028612728359,246.601557866682,7.15645169673887,232.574869285533,260.628153072641,228,614,307
"Vancouver Island & Mainland Inlets","PKO","PKO NAHWITTI","PKO-5",924,234.92972311876,261.19407727477,9.54018394485884,242.495404835033,279.892873495988,142,322,159
"Nass","PKO","PKO NASS-PORTLAND-OBSERVATORY","PKO-17",414,217.856379744779,241.486870531603,8.00611884178704,225.794921603355,257.178844207388,549,1294,662
"Skeena","PKO","PKO NASS-SKEENA ESTUARY","PKO-14",223,234.48492442949,256.628699389944,7.3881218655318,242.147985819181,271.109463799469,402,1054,530
"Haida Gwaii","PKO","PKO NORTH HAIDA GWAII","PKO-10",814,229.984296245892,252.459902133241,7.24727163401182,238.255243362217,266.664583689623,90,230,117
"Vancouver Island & Mainland Inlets","PKO","PKO SOUTHERN FJORDS","PKO-7",926,229.538206454265,260.560601396427,9.4902392581068,241.959712916839,279.161511034694,421,1128,559
"Nass","PKO","PKO UPPER NASS","PKO-18",415,235.357485728426,249.532700526057,5.12759342971392,239.482521340332,259.582628265753,11,20,10
"Haida Gwaii","PKO","PKO WEST HAIDA GWAII","PKO-11",815,244.034003383349,257.862416564513,6.87280668939787,244.391703668452,271.333058882056,72,148,72
"Vancouver Island & Mainland Inlets","PKO","PKO WEST VANCOUVER ISLAND","PKO-6",925,258.783543480137,267.710622663477,7.89881701326608,252.228850958038,283.192356535315,112,231,108
"Vancouver Island & Mainland Inlets","SEL","SEL (N)GLENDALE","SEL-11-12",NA,226.81955447876,269.25764531625,7.63509414726031,254.292396982668,284.222871855132,7,21,10
"Fraser","SEL","SEL (P)ADAMS AND MOMICH LAKES-EARLY SUMMER TIMING","SEL-09-xx",751,238.211773134551,251.419450219776,5.63085763356451,240.382713218679,262.456011707015,52,14,115
"Haida Gwaii","SEL","SEL AIN/SKUNDALE/IAN","SEL-17-01",819,158.119355165003,264.988837551906,8.90544468006171,247.534042898197,282.443483811782,33,66,33
"Skeena","SEL","SEL ALASTAIR","SEL-20-01",171,228.352870957101,260.58951033218,12.2620671942281,236.55590668254,284.623206397508,75,232,111
"Vancouver Island & Mainland Inlets","SEL","SEL ALICE","SEL-13-01",945,201.207675249656,263.381171870602,8.78949122388533,246.15367594274,280.608425825151,12,22,11
