"region","SPECIES_QUALIFIED","SQ_CU_NAME","FULL_CU_IN","cuid","arrival_50","mu_spawn_50","sd_spawn_50","start_spawn_50","end_spawn_50","n.arrival","n.sd","n.peak"
"Fraser","CK","CK NORTH THOMPSON_SU_1.3","CK-19",319,228.911897573961,261.096061293346,7.3967488372202,246.598466472434,275.593736967035,159,415,241
"Nass","CK","CK PORTLAND SOUND-OBSERVATORY INLET-LOWER NASS","CK-57",401,191.140526094042,225.775737118994,8.4322792929588,209.248502374979,242.303093902454,157,448,238
"Central Coast","CK","CK RIVERS INLET","CK-37",510,212.22893479898,247.217594110622,9.87463420860758,227.863261713481,266.571899270128,187,503,258
"Fraser","CK","CK SHUSWAP RIVER_SU_0.3","CK-15",315,202.826224522476,277.143176192383,12.152399341802,253.324406110386,300.961961617864,36,110,67
"Skeena","CK","CK SICINTINE","CK-81",241,218.477033198004,228.559180260531,5.10248779724986,218.557026976093,238.55919339406,1,2,1
"Skeena","CK","CK SKEENA ESTUARY","CK-45",224,229.569501478881,264.957237773398,8.39888975757496,248.495467843415,281.419185563818,34,105,52
"Fraser","CK","CK SOUTH THOMPSON_SU_0.3","CK-13",313,239.214504739885,280.244802422001,10.2060012761547,260.241051976502,300.248605064868,95,296,171
"Fraser","CK","CK SOUTH THOMPSON_SU_1.3","CK-14",314,203.277188456238,262.880216958978,10.5550218374017,242.192309432087,283.567944031151,64,188,103
"Fraser","CK","CK SOUTH THOMPSON-BESSETTE CREEK_SU_1.2","CK-16",316,236.580112328152,267.736147768606,7.95278932710107,252.148746190115,283.323407377296,30,73,47
"Vancouver Island & Mainland Inlets","CK","CK SOUTH-MISCELLANEOUS<<BIN>>","CK-9005",NA,296.599756696913,325.226579067232,2.75966846275242,319.817293023533,330.635810658912,4,3,1
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","CK-9007",NA,244.969252371668,283.939316824426,15.8020092500639,252.967320556218,314.911117754465,19,44,5
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",320,215.823342633414,241.950228752329,11.2801119317286,219.841178662724,264.059202311456,245,754,381
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x","CK-28",326,200.314531948404,238.709221344726,12.8859071545027,213.452877915621,263.965612391795,300,879,438
"Transboundary","CK","CK TAKU-LATE TIMING","CK-65",1008,117.142621421482,230.132721705991,20.1742857787178,185.70719224796,273.959460585734,3,0,0
"Fraser","CK","CK UPPER ADAMS RIVER_SU_x.x","CK-82",333,237.97299354435,263.332433076796,6.82417905264912,249.957112111206,276.707846586189,4,8,7
"Skeena","CK","CK UPPER BULKLEY RIVER","CK-55",221,201.382322816642,241.864903095219,7.14680895001881,227.857349414464,255.872784002749,20,81,37
"Fraser","CK","CK UPPER FRASER RIVER_SP_1.3","CK-12",312,212.910453580328,236.53699188914,6.37390936651663,224.044135510391,249.029850163684,473,913,717
"Nass","CK","CK UPPER NASS","CK-58",402,201.719995693594,242.778367325209,11.3831809284813,220.467320567419,265.08938842992,218,501,255
"Skeena","CK","CK UPPER SKEENA","CK-56",212,216.071451916774,237.924998278724,7.06234572486199,224.082620421461,251.767229871222,14,38,21
"Yukon","CK","CK UPPER YUKON RIVER","CK-69",1211,226.666958572682,229.9206248905,19.9143255967258,185.844479337374,273.706918964998,3,0,0
"Central Coast","CK","CK WANNOCK","CK-38",511,220.488636840032,291.801892194006,16.1123130813244,260.221771323733,323.382038123557,24,82,41
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x","CK-32",329,258.346786457812,276.076172120873,9.35394616902039,257.742459307321,294.409905905024,367,1622,817
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",330,252.517535710466,269.119937034762,8.92939913238472,251.618298825143,286.621635157658,76,261,102
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",328,266.767236620472,291.048872709664,9.12701032889298,273.159913270045,308.937823375117,534,1698,732
"Skeena","CK","CK ZYMOETZ","CK-80",229,215.527807120951,238.033382906486,6.84276120984695,224.621641002157,251.445371080931,36,69,46
"Central Coast","CM","CM BELLA COOLA RIVER-LATE","CM-17",505,246.990716971291,286.293343245026,13.2656391181864,260.292991267629,312.293825621938,10,20,10
"Central Coast","CM","CM BELLA COOLA-DEAN RIVERS","CM-16",504,218.105393085001,244.061100537771,12.5750792776627,219.413936756556,268.708189915341,495,1271,677
"Vancouver Island & Mainland Inlets","CM","CM BUTE INLET","CM-7",901,257.246637616819,296.17671198399,12.9370498453202,270.820058417343,321.533286147592,108,398,196
"Central Coast","CM","CM DOUGLAS-GARDNER","CM-20",508,217.832587499283,243.211839096408,9.39419823856254,224.79920094712,261.624463513125,1841,4419,2128
"Haida Gwaii","CM","CM EAST HG","CM-21",801,265.327560241883,283.557748105388,7.26754182212922,269.313365846395,297.802128168841,2065,5896,2988
"Vancouver Island & Mainland Inlets","CM","CM GEORGIA STRAIT","CM-4",904,290.287542564336,314.919561420416,11.4407574428375,292.49568911811,337.343430944327,2479,6853,3458
"Central Coast","CM","CM HECATE LOWLANDS","CM-18",506,244.726319125713,262.400190867427,7.90830252215922,246.899892488139,277.900453546098,2675,7310,3534
"Vancouver Island & Mainland Inlets","CM","CM HOWE SOUND-BURRARD INLET","CM-3",905,290.765767249795,321.787486235801,11.0060776433744,300.215559211369,343.359406165039,558,1575,812
"Fraser","CM","CM INTERIOR FRASER<<BIN>>","CM-9004",NA,277.215626184634,297.4784648991,10.766007285558,276.377045981239,318.57983158923,165,359,162
"Vancouver Island & Mainland Inlets","CM","CM LOUGHBOROUGH","CM-6",902,275.520778759907,300.861338618533,9.16091471189552,282.905905957537,318.816707554258,623,1978,977
"Fraser","CM","CM LOWER FRASER","CM-2",701,289.955084616549,317.598090212596,13.2556071496319,291.617091250596,343.579067723047,1493,3486,1724
"Nass","CM","CM LOWER NASS","CM-31",405,237.120012038802,257.567581609154,7.75910083220701,242.359766128255,272.77535411436,132,331,164
"Skeena","CM","CM LOWER SKEENA","CM-27",211,226.13057503897,250.106769403384,7.88277353221437,234.656460808689,265.556988382667,410,1027,512
"Skeena","CM","CM MIDDLE SKEENA","CM-28",214,225.404733090592,247.563209447591,7.00909976764355,233.825390732063,261.301028677592,99,242,115
"Central Coast","CM","CM MUSSEL-KYNOCH","CM-19",507,228.731099021575,257.99766720417,10.6188398533034,237.184715646148,278.810598925055,405,1066,538
"Haida Gwaii","CM","CM NORTH HAIDA GWAII","CM-24",802,269.107599570128,287.843936847936,6.17035893837784,275.749991363478,299.937774815829,189,522,261
"Haida Gwaii","CM","CM NORTH HAIDA GWAII-STANLEY CREEK","CM-25",800,231.387337409771,255.142184453163,7.55515329666843,240.334088727767,269.950293787764,29,78,36
"Vancouver Island & Mainland Inlets","CM","CM NORTHEAST VANCOUVER ISLAND","CM-5",903,275.629836929654,296.206140343424,9.62735506173975,277.336555488751,315.075737213726,381,956,475
"Vancouver Island & Mainland Inlets","CM","CM NORTHWEST VANCOUVER ISLAND","CM-11",977,275.978036670393,293.175504213568,6.19558543879502,281.032158128218,305.318837958874,775,2993,1303
"Yukon","CM","CM PORCUPINE RIVER","CM-46",1217,240.000590134571,229.842371091934,20.1351304499875,185.43195514344,274.538472192975,1,0,0
"Nass","CM","CM PORTLAND CANAL-OBSERVATORY","CM-32",406,208.933579452235,235.472762305942,9.67838644609428,216.503161686567,254.442434958282,239,702,361
"Nass","CM","CM PORTLAND INLET","CM-30",404,218.324225330252,242.679839171291,9.1815385666092,224.68403668003,260.675630358551,216,569,287
"Central Coast","CM","CM RIVERS INLET","CM-13",501,232.394192388991,261.576767786373,9.99474036295805,241.987133226022,281.166430685024,231,655,335
"Skeena","CM","CM SKEENA ESTUARY","CM-26",220,244.953454052713,259.340213090333,6.96833363005389,245.682258123031,272.998096501514,56,232,107
"Haida Gwaii","CM","CM SKIDEGATE","CM-22",804,254.900054776308,277.305341078011,9.48698746864639,258.710862873326,295.899862355852,966,2406,1221
"Central Coast","CM","CM SMITH INLET","CM-12",500,241.95815306148,271.067006878025,9.90548185733266,251.652303625168,290.481779991915,204,547,276
"Vancouver Island & Mainland Inlets","CM","CM SOUTHERN COASTAL STREAMS","CM-8",900,251.937590231348,277.182972516264,11.1320630965178,255.364106204701,299.001814381847,1079,2167,1091
"Vancouver Island & Mainland Inlets","CM","CM SOUTHWEST VANCOUVER ISLAND","CM-10",978,278.169811416073,301.930485719207,9.32925646444121,283.64514808803,320.215832799627,2305,8713,4157
"Central Coast","CM","CM SPILLER-FITZ HUGH-BURKE","CM-15",503,242.253057905397,266.904908906343,10.4439568358692,246.434733568409,287.375070618834,1193,3401,1770
"Vancouver Island & Mainland Inlets","CM","CM UPPER KNIGHT","CM-9",979,242.859655488644,274.479892615294,12.1133818539054,250.737614012069,298.222151002038,130,306,155
"Central Coast","CM","CM WANNOCK","CM-14",502,267.779600976358,306.669209043955,11.5454109757559,284.04005135781,329.298118765892,24,70,34
"Haida Gwaii","CM","CM WEST HAIDA GWAII","CM-23",803,256.012970677322,275.76750897762,7.57928103003831,260.912125658566,290.622910268824,1152,3293,1667
"Central Coast","CO","CO BELLA COOLA-DEAN RIVERS","CO-22",518,264.481472352204,311.487118514628,13.4985617532051,285.029912140579,337.944311267272,198,634,417
"Fraser","CO","CO BOUNDARY BAY","CO-1",906,296.857566243764,317.060182918147,19.1655340045021,279.496450224822,354.623802798537,4,5,1
"Vancouver Island & Mainland Inlets","CO","CO CLAYOQUOT","CO-18",915,275.810430766763,312.129328797428,13.7216003093836,285.23503830671,339.023645996829,396,1317,441
"Central Coast","CO","CO DOUGLAS CHANNEL-KITIMAT ARM","CO-29",522,246.457931151704,294.645237720458,12.3524452823932,270.434399426187,318.856045184818,452,1005,486
"Vancouver Island & Mainland Inlets","CO","CO EAST VANCOUVER ISLAND-GEORGIA STRAIT","CO-13",910,293.711117199549,323.729279636256,12.8192551734318,298.603559726802,348.855019649955,2066,5326,2658
"Vancouver Island & Mainland Inlets","CO","CO EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS","CO-14",911,248.339188109071,289.972542650376,14.7088670250166,261.143235664655,318.80195259015,229,595,299
"Fraser","CO","CO FRASER CANYON","CO-5",705,296.976118927483,329.893877629115,11.7939287916515,306.777792359593,353.009968999119,87,240,94
"Vancouver Island & Mainland Inlets","CO","CO GEORGIA STRAIT MAINLAND","CO-11",908,275.999781652684,306.594857675629,14.3210587223183,278.525563540084,334.664137949268,504,1607,801
"Central Coast","CO","CO HECATE STRAIT MAINLAND","CO-27",520,243.598819371638,271.77272212691,10.6707222849144,250.858111966915,292.68734319924,2586,6570,3004
"Haida Gwaii","CO","CO HG-EAST","CO-23",807,269.184089265623,293.024459045331,8.68932360685766,275.993420105288,310.055511540079,1518,3930,1979
"Haida Gwaii","CO","CO HG-GRAHAM ISLAND LOWLANDS","CO-25",809,250.238607770333,289.288767544165,10.8490514294524,268.02460559181,310.552959163835,497,1281,680
"Haida Gwaii","CO","CO HG-WEST","CO-24",808,266.206412554358,291.592387911831,8.14012995483569,275.637807649794,307.54705001064,552,1045,518
"Vancouver Island & Mainland Inlets","CO","CO HOMATHKO-KLINAKLINI RIVERS","CO-19",916,228.673178502128,283.228027312222,15.6653621144365,252.52387699684,313.932022750726,86,227,112
"Vancouver Island & Mainland Inlets","CO","CO HOWE SOUND-BURRARD INLET","CO-10",907,282.82683170378,309.75053471154,18.3051906889863,273.872358679176,345.628711421655,532,1376,679
"Fraser","CO","CO INTERIOR FRASER","CO-48",749,286.31020319651,323.15699209764,11.976969404351,299.682138327351,346.631873162005,92,186,115
"Vancouver Island & Mainland Inlets","CO","CO JUAN DE FUCA-PACHENA","CO-16",913,281.788517634813,312.58113819816,11.0882496646293,290.848160952313,334.314138365035,289,978,497
"Fraser","CO","CO LILLOOET","CO-4",704,289.435879137882,321.839461953652,11.0456655066365,300.189963525579,343.488953267934,234,733,378
"Fraser","CO","CO LOWER FRASER","CO-47",750,301.601210017544,331.988237169266,15.5903569899374,301.431124843186,362.545382777478,1451,3919,1823
"Nass","CO","CO LOWER NASS","CO-35",408,258.225058385485,297.684609058281,11.9347944450597,274.292385232287,321.076809201873,313,736,371
"Skeena","CO","CO LOWER SKEENA","CO-32",202,274.302026644311,309.865466091388,11.1683186182506,287.975600444924,331.755348085232,1074,2581,1308
"Fraser","CO","CO LOWER THOMPSON","CO-7",707,273.529057014021,319.461271955888,10.6313205294286,298.62384110076,340.298764506526,57,107,56
"Skeena","CO","CO MIDDLE SKEENA","CO-33",215,265.13521477069,294.616202292925,8.98891262180051,276.997922344188,312.23449968407,858,2304,1133
"Central Coast","CO","CO MUSSEL-KYNOCH","CO-26",519,238.14010602063,270.341512303204,9.68575647777675,251.357470744911,289.325616545683,190,365,141
"Vancouver Island & Mainland Inlets","CO","CO NAHWITTI LOWLAND","CO-15",912,264.232846038229,290.521084929457,10.6231157915092,269.69978893375,311.342402524872,698,2243,982
"Fraser","CO","CO NORTH THOMPSON","CO-9",709,289.591450423783,319.618999990781,8.03088798504156,303.878488789158,335.359544115331,690,1466,974
"Central Coast","CO","CO NORTHERN COASTAL STREAMS","CO-30",523,238.859606479354,284.151912320768,11.8266153574597,260.971723682752,307.33207564486,1317,2821,1324
"Nass","CO","CO PORTLAND SOUND-OBSERVATORY INLET-PORTLAND CANAL","CO-37",410,246.621919756847,291.864005131428,11.4140382563284,269.492489395919,314.235528942035,308,571,253
"Central Coast","CO","CO RIVERS INLET","CO-21",517,253.520728113166,297.03568809421,15.0711955859723,267.496154361377,326.575206590348,312,726,345
"Skeena","CO","CO SKEENA ESTUARY","CO-31",225,260.201974790369,292.428384316529,10.1183639207085,272.596363543186,312.260366982567,208,418,206
"Central Coast","CO","CO SMITH INLET","CO-20",516,256.765419510477,292.068916677459,12.4426760023459,267.681218263032,316.456585405736,92,278,132
"Fraser","CO","CO SOUTH THOMPSON","CO-8",708,282.498108324346,317.390769331166,9.02696698820444,299.697891887166,335.08365812384,478,976,576
"Vancouver Island & Mainland Inlets","CO","CO SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","CO-12",909,247.994819379838,287.68158869665,12.799277966831,262.595013441647,312.768193205117,1895,4248,2110
"Transboundary","CO","CO TAKU-LATE TIMING","CO-41",1034,182.999514861142,229.839255168456,19.1359205994454,186.829681589667,273.194928367622,2,0,0
"Nass","CO","CO UPPER NASS","CO-36",409,248.279130733808,288.764007543379,12.2876778985367,264.680155753781,312.84789515856,172,336,168
"Skeena","CO","CO UPPER SKEENA","CO-34",231,251.232035127682,286.33820185747,7.70333541775457,271.239666939997,301.436755698227,91,233,120
"Vancouver Island & Mainland Inlets","CO","CO WEST VANCOUVER ISLAND","CO-17",914,276.251807444301,308.38944270922,14.6862026896025,279.60448206473,337.174414614511,1034,4307,2146
"Haida Gwaii","PKE","PKE EAST HAIDA GWAII","PKE-10",811,242.641129332448,266.250933004522,7.54474535387645,251.463212466428,281.038653028885,829,2136,1097
"Vancouver Island & Mainland Inlets","PKE","PKE GEORGIA STRAIT","PKE-1",917,241.878500407537,268.436606602489,7.72785484919509,253.289983127367,283.583232318574,227,732,357
"Central Coast","PKE","PKE HECATE LOWLANDS","PKE-5",608,240.330296977536,259.25426428625,7.73532310014349,244.093050973296,274.415496244526,1830,4742,2361
"Central Coast","PKE","PKE HECATE STRAIT-FJORDS","PKE-6",609,222.892513249123,250.02315481956,9.06348404111242,232.258710710056,267.787568868813,2060,4967,2511
"Skeena","PKE","PKE MIDDLE-UPPER SKEENA","PKE-8",218,220.424080900694,245.000235186049,6.4887609886637,232.282217237853,257.718349559013,190,519,256
"Skeena","PKE","PKE NASS-SKEENA ESTUARY","PKE-7",219,225.450614957973,248.624945936355,7.683115078508,233.566047257858,263.683821808519,1387,3410,1697
"Haida Gwaii","PKE","PKE NORTH HAIDA GWAII","PKE-9",810,233.566597481661,254.302775887618,6.99183143399358,240.59877678518,268.006774314308,241,656,325
"Vancouver Island & Mainland Inlets","PKE","PKE NORTHWEST VANCOUVER ISLAND","PKE-3",919,243.858802963438,259.352555854081,5.92814621508035,247.733426258416,270.971679504029,82,337,142
"Vancouver Island & Mainland Inlets","PKE","PKE SOUTHERN FJORDS","PKE-4",920,229.425560709778,263.024078866724,10.312344945551,242.81187774428,283.236283207595,953,2391,1194
"Nass","PKE","PKE UPPER NASS","PKE-12",412,232.920298043645,249.793694380999,4.29763074000836,241.370682223813,258.217014820624,13,26,13
"Haida Gwaii","PKE","PKE WEST HAIDA GWAII","PKE-11",812,240.722290199023,261.637666050059,7.19746517828902,247.53063934978,275.744698381357,479,1173,581
"Vancouver Island & Mainland Inlets","PKE","PKE WEST VANCOUVER ISLAND","PKE-2",918,243.893919287704,266.849897700992,8.45228285673363,250.283430968515,283.416390920811,161,1059,553
"Haida Gwaii","PKO","PKO EAST HAIDA GWAII","PKO-9",813,237.982280362288,263.248749302684,7.03087460126679,249.468266258792,277.02919747442,309,758,385
"Vancouver Island & Mainland Inlets","PKO","PKO EAST HOWE SOUND-BURRARD INLET","PKO-2",921,226.950621507954,261.936418203837,11.2512646688357,239.883933923674,283.988923817154,59,251,127
"Vancouver Island & Mainland Inlets","PKO","PKO EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","PKO-4",923,219.987463360576,256.531446145358,11.0221298953649,234.928034183585,278.134817362351,109,271,135
"Fraser","PKO","PKO FRASER RIVER","PKO-1",710,266.828162662492,287.312834948933,7.997485842929,271.637804543188,302.987902321794,326,862,418
"Vancouver Island & Mainland Inlets","PKO","PKO GEORGIA STRAIT","PKO-3",922,239.613615180014,263.791343471653,8.90212326034076,246.343202834188,281.239478887821,378,1136,556
"Central Coast","PKO","PKO HECATE STRAIT-FJORDS","PKO-13",612,221.033013368589,249.086441393251,9.26256165156678,230.931818753206,267.241080345097,1697,4068,2023
"Central Coast","PKO","PKO HECATE STRAIT-LOWLANDS","PKO-12",611,239.734484133354,258.495710483208,7.6317652533571,243.537452915531,273.453962701238,1761,4554,2252
"Vancouver Island & Mainland Inlets","PKO","PKO HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN","PKO-8",610,223.373734968596,251.721326509712,9.79371735088796,232.525650516011,270.917090280246,490,1123,581
"Skeena","PKO","PKO LOWER SKEENA","PKO-15",209,225.702685249805,248.18345796699,7.4307353448754,233.619291669777,262.747671574943,370,939,476
"Skeena","PKO","PKO MIDDLE AND UPPER SKEENA","PKO-16",213,223.028586665682,246.601592966122,7.15650234850237,232.574814220936,260.628315723056,228,614,307
"Vancouver Island & Mainland Inlets","PKO","PKO NAHWITTI","PKO-5",924,234.929547940055,261.194211696682,9.54018442401281,242.495486679761,279.892924794234,142,322,159
"Nass","PKO","PKO NASS-PORTLAND-OBSERVATORY","PKO-17",414,217.856307584487,241.486855143294,8.00608938728223,225.794900483674,257.17876884718,549,1294,662
"Skeena","PKO","PKO NASS-SKEENA ESTUARY","PKO-14",223,234.484894171826,256.628736899697,7.38815714018113,242.147925698684,271.109468374335,402,1054,530
"Haida Gwaii","PKO","PKO NORTH HAIDA GWAII","PKO-10",814,229.984184653305,252.459975787883,7.24725822318348,238.255262616082,266.664513285662,90,230,117
"Vancouver Island & Mainland Inlets","PKO","PKO SOUTHERN FJORDS","PKO-7",926,229.538242927173,260.560607643406,9.490295491987,241.959637702433,279.161596559907,421,1128,559
"Nass","PKO","PKO UPPER NASS","PKO-18",415,235.357730820079,249.532588255832,5.12774702077292,239.481730358816,259.583218582997,11,20,10
"Haida Gwaii","PKO","PKO WEST HAIDA GWAII","PKO-11",815,244.033914180968,257.862347190502,6.87281893977148,244.391677050711,271.333132799492,72,148,72
"Vancouver Island & Mainland Inlets","PKO","PKO WEST VANCOUVER ISLAND","PKO-6",925,258.783720045111,267.710651643636,7.89881451537141,252.22891763287,283.192310468902,112,231,108
"Vancouver Island & Mainland Inlets","SEL","SEL (N)GLENDALE","SEL-11-12",NA,226.816980983374,269.254575445348,7.63519739186271,254.289717568579,284.219733154658,7,21,10
"Fraser","SEL","SEL (P)ADAMS AND MOMICH LAKES-EARLY SUMMER TIMING","SEL-09-xx",751,238.21152903497,251.500991499013,5.63066370644333,240.46483165833,262.537152251375,52,14,112
"Haida Gwaii","SEL","SEL AIN/SKUNDALE/IAN","SEL-17-01",819,158.119166578553,264.988788466948,8.90546603971739,247.534020511307,282.443500989984,33,66,33
"Skeena","SEL","SEL ALASTAIR","SEL-20-01",171,228.352589367496,260.589526066482,12.2620947299032,236.555842991594,284.623247228582,75,232,111
