"region","SPECIES_QUALIFIED","SQ_CU_NAME","FULL_CU_IN","cuid","arrival_50","mu_spawn_50","sd_spawn_50","start_spawn_50","end_spawn_50","n.arrival","n.sd","n.peak"
"Skeena","CK","CK SICINTINE","CK-81",241,218.477047326993,228.558316379981,5.10210623507242,218.558043575838,238.559562447569,1,2,1
"Skeena","CK","CK SKEENA ESTUARY","CK-45",224,229.569681101009,264.957033176001,8.39879519418594,248.495308055647,281.418846400098,34,105,52
"Fraser","CK","CK SOUTH THOMPSON_SU_0.3","CK-13",313,239.214574010698,280.244779351442,10.2060045118804,260.241013416077,300.24853991546,95,296,171
"Fraser","CK","CK SOUTH THOMPSON_SU_1.3","CK-14",314,203.277158959561,262.880180162066,10.5550129749502,242.192279941084,283.567941377432,64,188,103
"Fraser","CK","CK SOUTH THOMPSON-BESSETTE CREEK_SU_1.2","CK-16",316,236.58031701902,267.736145750066,7.95256631822833,252.149134322951,283.323381988745,30,73,47
"Vancouver Island & Mainland Inlets","CK","CK SOUTH-MISCELLANEOUS<<BIN>>","CK-9005",NA,296.599870867739,325.226585423067,2.75949095338188,319.818702010816,330.635514527749,4,3,1
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>","CK-9007",NA,244.969442104225,283.939052898625,15.8020852749602,252.967217683801,314.911225949195,19,44,5
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",320,215.823346759176,241.950175268078,11.2800890694146,219.841157338556,264.059201710369,245,754,381
"Vancouver Island & Mainland Inlets","CK","CK SOUTHERN MAINLAND-SOUTHERN FJORDS_FA_0.x","CK-28",326,200.314488801332,238.709225375173,12.8859165079805,213.452815001055,263.965611496046,300,879,438
"Transboundary","CK","CK TAKU-LATE TIMING","CK-65",1008,117.141389501891,230.002696356476,20.1199044861385,185.596930982204,274.29972847649,3,0,0
"Fraser","CK","CK UPPER ADAMS RIVER_SU_x.x","CK-82",333,237.973376016481,263.333369434346,6.82449012413262,249.956995663422,276.708753816619,4,8,7
"Skeena","CK","CK UPPER BULKLEY RIVER","CK-55",221,201.382471874405,241.864890544439,7.14663070916111,227.857397155715,255.872029823451,20,81,37
"Fraser","CK","CK UPPER FRASER RIVER_SP_1.3","CK-12",312,212.910383990889,236.53703771612,6.37387474433194,224.044246485259,249.029822955359,473,913,717
"Nass","CK","CK UPPER NASS","CK-58",402,201.720096837181,242.778211199174,11.3831870972057,220.467246195518,265.089219927721,218,501,255
"Skeena","CK","CK UPPER SKEENA","CK-56",212,216.07146266057,237.925135560802,7.06251802814906,224.082725819353,251.767263713889,14,38,21
"Yukon","CK","CK UPPER YUKON RIVER","CK-69",1211,226.667119053847,230.13204025584,19.7394241775613,186.155700993986,273.565895880018,3,0,0
"Central Coast","CK","CK WANNOCK","CK-38",511,220.48885765209,291.801830107037,16.1121916486315,260.221873007901,323.381718553765,24,82,41
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x","CK-32",329,258.346822698617,276.076169116747,9.3539318241608,257.742464910059,294.409852218817,367,1622,817
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-NORTH_FA_0.x","CK-33",330,252.517797481854,269.120075177376,8.92940966898929,251.618341678718,286.621708490893,76,261,102
"Vancouver Island & Mainland Inlets","CK","CK WEST VANCOUVER ISLAND-SOUTH_FA_0.x","CK-31",328,266.767261515823,291.048871999665,9.12699070470115,273.159953125577,308.937804384344,534,1698,732
"Skeena","CK","CK ZYMOETZ","CK-80",229,215.527886730177,238.03325837226,6.84286860283634,224.621370082957,251.445278453056,36,69,46
"Central Coast","CM","CM BELLA COOLA RIVER-LATE","CM-17",505,246.991493718332,286.293380827833,13.2655532540278,260.29298361237,312.293794903798,10,20,10
"Central Coast","CM","CM BELLA COOLA-DEAN RIVERS","CM-16",504,218.105429014011,244.061113220913,12.5750533154833,219.413980426938,268.708234327461,495,1271,677
"Vancouver Island & Mainland Inlets","CM","CM BUTE INLET","CM-7",901,257.246593417665,296.176676361428,12.9370271120945,270.820040141748,321.533266961193,108,398,196
"Central Coast","CM","CM DOUGLAS-GARDNER","CM-20",508,217.832530556044,243.211816330213,9.39420711472227,224.799179635854,261.624451070028,1841,4419,2128
"Haida Gwaii","CM","CM EAST HG","CM-21",801,265.327565660704,283.557756560679,7.2675364919455,269.313394876772,297.802108071721,2065,5896,2988
"Vancouver Island & Mainland Inlets","CM","CM GEORGIA STRAIT","CM-4",904,290.283681652289,314.918928581766,11.439813320035,292.496884409151,337.340946369361,2481,6855,3459
"Central Coast","CM","CM HECATE LOWLANDS","CM-18",506,244.726369351696,262.400184052446,7.90831512113981,246.899884044431,277.900485088102,2675,7310,3534
"Vancouver Island & Mainland Inlets","CM","CM HOWE SOUND-BURRARD INLET","CM-3",905,290.765797639866,321.787457454894,11.0060885419053,300.215534046981,343.359400230847,558,1575,812
"Fraser","CM","CM INTERIOR FRASER<<BIN>>","CM-9004",NA,277.215609972357,297.47846334388,10.7660793908933,276.376941585501,318.580021707144,165,359,162
"Vancouver Island & Mainland Inlets","CM","CM LOUGHBOROUGH","CM-6",902,275.520890451727,300.861357679239,9.16089459893676,282.90600288734,318.816698274549,623,1978,977
"Fraser","CM","CM LOWER FRASER","CM-2",701,289.955082282125,317.598096069571,13.2555978054996,291.61713444254,343.579076642403,1493,3486,1724
"Nass","CM","CM LOWER NASS","CM-31",405,237.120108860041,257.567615177692,7.75905426338314,242.359892665967,272.775452564864,132,331,164
"Skeena","CM","CM LOWER SKEENA","CM-27",211,226.130645023705,250.106718831341,7.88277931959352,234.656507966507,265.556998144709,410,1027,512
"Skeena","CM","CM MIDDLE SKEENA","CM-28",214,225.404591885782,247.563108566887,7.00905339634093,233.825312936903,261.300951861018,99,242,115
"Central Coast","CM","CM MUSSEL-KYNOCH","CM-19",507,228.731194869258,257.997615749841,10.6188794307761,237.184596986018,278.810642634721,405,1066,538
"Haida Gwaii","CM","CM NORTH HAIDA GWAII","CM-24",802,269.107798047972,287.843907136637,6.17033043183734,275.750089292781,299.937830155625,189,522,261
"Haida Gwaii","CM","CM NORTH HAIDA GWAII-STANLEY CREEK","CM-25",800,231.387400400439,255.142170585664,7.55505691669183,240.334197142099,269.950057798089,29,78,36
"Vancouver Island & Mainland Inlets","CM","CM NORTHEAST VANCOUVER ISLAND","CM-5",903,275.629786502321,296.206139413862,9.62732899167261,277.336606502596,315.07571543112,381,956,475
"Vancouver Island & Mainland Inlets","CM","CM NORTHWEST VANCOUVER ISLAND","CM-11",977,275.978033559745,293.175486377153,6.19558579469779,281.032172476745,305.318831705148,775,2993,1303
"Yukon","CM","CM PORCUPINE RIVER","CM-46",1217,239.997477183867,229.868454408843,20.2139033584002,185.681312220754,274.649929297532,1,0,0
"Nass","CM","CM PORTLAND CANAL-OBSERVATORY","CM-32",406,208.933572804332,235.472736719845,9.67837001052716,216.503113850212,254.442372679302,239,702,361
"Nass","CM","CM PORTLAND INLET","CM-30",404,218.324242900981,242.679863174341,9.18154042124472,224.683993012401,260.675755693946,216,569,287
"Central Coast","CM","CM RIVERS INLET","CM-13",501,232.394203696704,261.576672583082,9.99471741369108,241.987054911387,281.166330762325,231,655,335
"Skeena","CM","CM SKEENA ESTUARY","CM-26",220,244.953056545611,259.340131252594,6.96828016076735,245.682265261655,272.997746721981,56,232,107
"Haida Gwaii","CM","CM SKIDEGATE","CM-22",804,254.900093662859,277.30534673344,9.48699200285045,258.710846395805,295.899838370655,966,2406,1221
"Central Coast","CM","CM SMITH INLET","CM-12",500,241.958123663927,271.067063781574,9.90542741814596,251.652394881461,290.48165551524,204,547,276
"Vancouver Island & Mainland Inlets","CM","CM SOUTHERN COASTAL STREAMS","CM-8",900,251.937571764834,277.182974213117,11.1320854440401,255.364099079255,299.001844470298,1079,2167,1091
"Vancouver Island & Mainland Inlets","CM","CM SOUTHWEST VANCOUVER ISLAND","CM-10",978,278.169833673646,301.930475685084,9.3292489418502,283.645155646971,320.215804355375,2305,8713,4157
"Central Coast","CM","CM SPILLER-FITZ HUGH-BURKE","CM-15",503,242.253062567609,266.904911610988,10.443969332872,246.434714113374,287.375115554997,1193,3401,1770
"Vancouver Island & Mainland Inlets","CM","CM UPPER KNIGHT","CM-9",979,242.859942680071,274.479928503451,12.1134028083853,250.737606479373,298.222265358334,130,306,155
"Central Coast","CM","CM WANNOCK","CM-14",502,267.779223774548,306.669265940373,11.5453659943901,284.040318625217,329.298175165708,24,70,34
"Haida Gwaii","CM","CM WEST HAIDA GWAII","CM-23",803,256.013012859,275.767520164235,7.57927107184066,260.912184642861,290.622896467782,1152,3293,1667
"Central Coast","CO","CO BELLA COOLA-DEAN RIVERS","CO-22",518,264.48151173336,311.487091725686,13.4984959044578,285.03012473859,337.944075734831,198,634,417
"Fraser","CO","CO BOUNDARY BAY","CO-1",906,296.857242099622,317.061826944279,19.1651444611122,279.498241560308,354.625237249155,4,5,1
"Vancouver Island & Mainland Inlets","CO","CO CLAYOQUOT","CO-18",915,275.810374710299,312.129330623169,13.721574205998,285.235036561493,339.023686382175,396,1317,441
"Central Coast","CO","CO DOUGLAS CHANNEL-KITIMAT ARM","CO-29",522,246.457989552516,294.645303132204,12.3524505684859,270.434434371278,318.856055446264,452,1005,486
"Vancouver Island & Mainland Inlets","CO","CO EAST VANCOUVER ISLAND-GEORGIA STRAIT","CO-13",910,293.705028530227,323.730748849562,12.8199955227338,298.603575693129,348.857917626729,2067,5328,2659
"Vancouver Island & Mainland Inlets","CO","CO EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS","CO-14",911,248.339343034132,289.972580322982,14.7088336196564,261.1432359335,318.801940735583,229,595,299
"Fraser","CO","CO FRASER CANYON","CO-5",705,296.976056035953,329.893900637258,11.7939340267556,306.777800663837,353.010062372611,87,240,94
"Vancouver Island & Mainland Inlets","CO","CO GEORGIA STRAIT MAINLAND","CO-11",908,275.999836320221,306.594817795919,14.3210784627726,278.525545979914,334.664166183635,504,1607,801
"Central Coast","CO","CO HECATE STRAIT MAINLAND","CO-27",520,243.598797298399,271.772732068582,10.6707377452107,250.858091239504,292.687360481698,2586,6570,3004
"Haida Gwaii","CO","CO HG-EAST","CO-23",807,269.184070973087,293.024444787532,8.68930479297056,275.993399518727,310.055479918195,1518,3930,1979
"Haida Gwaii","CO","CO HG-GRAHAM ISLAND LOWLANDS","CO-25",809,250.238705346823,289.288857137916,10.8490273672879,268.024710899281,310.55296610124,497,1281,680
"Haida Gwaii","CO","CO HG-WEST","CO-24",808,266.206511667644,291.592414384973,8.14006098052009,275.637902989464,307.546962134511,552,1045,518
"Vancouver Island & Mainland Inlets","CO","CO HOMATHKO-KLINAKLINI RIVERS","CO-19",916,228.673122239924,283.228032230785,15.6653603041022,252.523934269397,313.932181007773,86,227,112
"Vancouver Island & Mainland Inlets","CO","CO HOWE SOUND-BURRARD INLET","CO-10",907,282.826772130525,309.750543595514,18.3051707447923,273.872391895697,345.628687704758,532,1376,679
"Fraser","CO","CO INTERIOR FRASER","CO-48",749,286.31006388444,323.157065822375,11.977039478153,299.682099529468,346.632089534782,92,186,115
"Vancouver Island & Mainland Inlets","CO","CO JUAN DE FUCA-PACHENA","CO-16",913,281.788518087656,312.581150858591,11.0882471193194,290.848171809897,334.314119118088,289,978,497
"Fraser","CO","CO LILLOOET","CO-4",704,289.435903751313,321.839518385352,11.0456869457285,300.189926534621,343.489071603775,234,733,378
"Fraser","CO","CO LOWER FRASER","CO-47",750,301.601216769105,331.98827265473,15.5903708856687,301.431115713928,362.545394758137,1451,3919,1823
"Nass","CO","CO LOWER NASS","CO-35",408,258.22506776818,297.684615445581,11.9347820933329,274.292396386623,321.076810885838,313,736,371
"Skeena","CO","CO LOWER SKEENA","CO-32",202,274.302010101694,309.865450339459,11.1683098264274,287.975586651311,331.755354145673,1074,2581,1308
"Fraser","CO","CO LOWER THOMPSON","CO-7",707,273.529159813708,319.461228908687,10.6312646498254,298.62400544407,340.298606131126,57,107,56
"Skeena","CO","CO MIDDLE SKEENA","CO-33",215,265.135208294471,294.616178027175,8.98889175440075,276.997944342126,312.234443978659,858,2304,1133
"Central Coast","CO","CO MUSSEL-KYNOCH","CO-26",519,238.139983547343,270.341525397869,9.68571081981673,251.357499446615,289.32556639739,190,365,141
"Vancouver Island & Mainland Inlets","CO","CO NAHWITTI LOWLAND","CO-15",912,264.232880975264,290.521117105391,10.6231049538826,269.6998443127,311.342388553288,698,2243,982
"Fraser","CO","CO NORTH THOMPSON","CO-9",709,289.591285019773,319.618987363594,8.0308934955429,303.878398495898,335.359540768108,690,1466,974
"Central Coast","CO","CO NORTHERN COASTAL STREAMS","CO-30",523,239.135701725145,296.940806808975,12.9885410147797,271.483284438822,322.398283570276,1254,1809,941
"Nass","CO","CO PORTLAND SOUND-OBSERVATORY INLET-PORTLAND CANAL","CO-37",410,246.621976671826,291.863996025787,11.4140781089299,269.492374416648,314.235586310102,308,571,253
"Central Coast","CO","CO RIVERS INLET","CO-21",517,253.520684736565,297.035726710689,15.0711776834477,267.496252397995,326.57524520842,312,726,345
"Skeena","CO","CO SKEENA ESTUARY","CO-31",225,260.202020298175,292.428406376889,10.1183602356309,272.596365400338,312.260354003324,208,418,206
"Central Coast","CO","CO SMITH INLET","CO-20",516,256.765481406737,292.068889690271,12.4426939993412,267.681217600486,316.456488631661,92,278,132
"Fraser","CO","CO SOUTH THOMPSON","CO-8",708,282.498040139028,317.390741922216,9.02696997610377,299.697906868594,335.083586674284,478,976,576
"Vancouver Island & Mainland Inlets","CO","CO SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","CO-12",909,247.994830291284,287.681573697387,12.7992900937638,262.594955773364,312.768169029112,1895,4248,2110
"Transboundary","CO","CO TAKU-LATE TIMING","CO-41",1034,183.000910045408,229.898621980782,19.4094210545992,187.290531077525,273.798815899398,2,0,0
"Nass","CO","CO UPPER NASS","CO-36",409,248.27913887643,288.764016350325,12.2876397904813,264.680242064118,312.84770492908,172,336,168
"Skeena","CO","CO UPPER SKEENA","CO-34",231,251.232309228623,286.338259716677,7.70332251945304,271.239714356305,301.436735643983,91,233,120
"Vancouver Island & Mainland Inlets","CO","CO WEST VANCOUVER ISLAND","CO-17",914,276.25184980997,308.389433394179,14.6862046600875,279.604458573121,337.174405215688,1034,4307,2146
"Haida Gwaii","PKE","PKE EAST HAIDA GWAII","PKE-10",811,242.64104002249,266.250920042895,7.54474629925601,251.463220666059,281.038632706758,829,2136,1097
"Vancouver Island & Mainland Inlets","PKE","PKE GEORGIA STRAIT","PKE-1",917,241.923298340056,268.496204645179,7.73466048166322,253.336174273544,283.656167212049,229,736,359
"Central Coast","PKE","PKE HECATE LOWLANDS","PKE-5",608,240.330299558487,259.254249282218,7.73531070323509,244.093041409469,274.415444121181,1830,4742,2361
"Central Coast","PKE","PKE HECATE STRAIT-FJORDS","PKE-6",609,222.892499230522,250.023153669991,9.06347219240945,232.258744789003,267.787556293483,2060,4967,2511
"Skeena","PKE","PKE MIDDLE-UPPER SKEENA","PKE-8",218,220.423952251534,245.00023829049,6.48876661440115,232.282226302296,257.718205138685,190,519,256
"Skeena","PKE","PKE NASS-SKEENA ESTUARY","PKE-7",219,225.45066795243,248.624952786823,7.68309270288564,233.566099913566,263.683804756158,1387,3410,1697
"Haida Gwaii","PKE","PKE NORTH HAIDA GWAII","PKE-9",810,233.566552946836,254.302744616152,6.99173848876908,240.59894200192,268.006474667128,241,656,325
"Vancouver Island & Mainland Inlets","PKE","PKE NORTHWEST VANCOUVER ISLAND","PKE-3",919,243.858729462405,259.352630157125,5.92808255754953,247.733549834549,270.971623080884,82,337,142
"Vancouver Island & Mainland Inlets","PKE","PKE SOUTHERN FJORDS","PKE-4",920,229.425556852908,263.024119786773,10.3123341687763,242.81190815241,283.236292198905,953,2391,1194
"Nass","PKE","PKE UPPER NASS","PKE-12",412,232.920208380035,249.793942742426,4.29747321945761,241.371282871921,258.216903446256,13,26,13
"Haida Gwaii","PKE","PKE WEST HAIDA GWAII","PKE-11",812,240.722304612785,261.637663431816,7.19744785886125,247.530625759171,275.744675343868,479,1173,581
"Vancouver Island & Mainland Inlets","PKE","PKE WEST VANCOUVER ISLAND","PKE-2",918,243.893946712292,266.849952716659,8.45235897270621,250.283294291441,283.416524695107,161,1059,553
"Haida Gwaii","PKO","PKO EAST HAIDA GWAII","PKO-9",813,237.982214429914,263.248800079032,7.03094002192149,249.468177363686,277.029500990967,309,758,385
"Vancouver Island & Mainland Inlets","PKO","PKO EAST HOWE SOUND-BURRARD INLET","PKO-2",921,226.950743336694,261.936385743161,11.2512302291785,239.883925279476,283.988911793269,59,251,127
"Vancouver Island & Mainland Inlets","PKO","PKO EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","PKO-4",923,219.987788655678,256.531385696795,11.0221005225808,234.927982870499,278.134712413027,109,271,135
"Fraser","PKO","PKO FRASER RIVER","PKO-1",710,266.828256149603,287.312775279142,7.99747506563412,271.637783086202,302.987818198821,326,862,418
"Vancouver Island & Mainland Inlets","PKO","PKO GEORGIA STRAIT","PKO-3",922,239.652480591556,263.846262917221,8.90221896057982,246.397878968379,281.294619344967,380,1140,558
"Central Coast","PKO","PKO HECATE STRAIT-FJORDS","PKO-13",612,221.033053700763,249.086439949141,9.26257155840846,230.931813544564,267.241081341834,1697,4068,2023
"Central Coast","PKO","PKO HECATE STRAIT-LOWLANDS","PKO-12",611,239.734496097314,258.495712052928,7.6317757231071,243.537421843567,273.454019347591,1761,4554,2252
"Vancouver Island & Mainland Inlets","PKO","PKO HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN","PKO-8",610,223.37373426821,251.721306134095,9.79372469180718,232.525607173648,270.916999988675,490,1123,581
"Skeena","PKO","PKO LOWER SKEENA","PKO-15",209,225.702767413904,248.183477157264,7.43077747479271,233.619158248771,262.747782702793,370,939,476
"Skeena","PKO","PKO MIDDLE AND UPPER SKEENA","PKO-16",213,223.02873549557,246.601605440845,7.15647748588895,232.574901388943,260.628247125735,228,614,307
"Vancouver Island & Mainland Inlets","PKO","PKO NAHWITTI","PKO-5",924,234.92961357628,261.194241826939,9.54015632839997,242.495442850704,279.892900676904,142,322,159
"Nass","PKO","PKO NASS-PORTLAND-OBSERVATORY","PKO-17",414,217.856255698233,241.486890948578,8.00609511716112,225.794969916375,257.178842546555,549,1294,662
"Skeena","PKO","PKO NASS-SKEENA ESTUARY","PKO-14",223,234.484861798174,256.628712758341,7.38818321662287,242.147922760634,271.109540808321,402,1054,530
"Haida Gwaii","PKO","PKO NORTH HAIDA GWAII","PKO-10",814,229.984178899987,252.459869627259,7.24726417419832,238.255111738463,266.664499626137,90,230,117
"Vancouver Island & Mainland Inlets","PKO","PKO SOUTHERN FJORDS","PKO-7",926,229.538207110376,260.560540599683,9.49026068974424,241.959659160414,279.161486008599,421,1128,559
"Nass","PKO","PKO UPPER NASS","PKO-18",415,235.357689395181,249.532497533794,5.12760102019205,239.482575190166,259.582495901235,11,20,10
"Haida Gwaii","PKO","PKO WEST HAIDA GWAII","PKO-11",815,244.033886412949,257.862372797383,6.87271258963968,244.391714096556,271.332963156719,72,148,72
"Vancouver Island & Mainland Inlets","PKO","PKO WEST VANCOUVER ISLAND","PKO-6",925,258.783610026899,267.710761421203,7.89877851795615,252.229022721316,283.192375701146,112,231,108
"Vancouver Island & Mainland Inlets","SEL","SEL (N)GLENDALE","SEL-11-12",NA,226.816952925039,269.255960427361,7.63515489858769,254.291237058212,284.221043803213,7,21,10
"Fraser","SEL","SEL (P)ADAMS AND MOMICH LAKES-EARLY SUMMER TIMING","SEL-09-xx",751,238.211651391069,251.419377690378,5.63027187527215,240.383990221851,262.454844583377,52,14,115
"Haida Gwaii","SEL","SEL AIN/SKUNDALE/IAN","SEL-17-01",819,158.119335893392,264.988643532082,8.90559909146175,247.533852228996,282.443660304249,33,66,33
"Skeena","SEL","SEL ALASTAIR","SEL-20-01",171,228.352815988038,260.589576034313,12.2621174538186,236.555719244218,284.623291168691,75,232,111
